Dilshad Garden to Jhilmil via Dilshad Garden → Jhilmil | Lines: RED_Rithala to Dilshad Garden
Badarpur Border to Welcome via Badarpur Border → Tughlakabad Station → Mohan Estate → Sarita Vihar → Jasola-Apollo → Harkesh Nagar Okhla → Govind Puri → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Sarai to Welcome via Sarai → Badarpur Border → Tughlakabad Station → Mohan Estate → Sarita Vihar → Jasola-Apollo → Harkesh Nagar Okhla → Govind Puri → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
NHPC Chowk to Welcome via NHPC Chowk → Sarai → Badarpur Border → Tughlakabad Station → Mohan Estate → Sarita Vihar → Jasola-Apollo → Harkesh Nagar Okhla → Govind Puri → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Mewala Maharajpur to Welcome via Mewala Maharajpur → NHPC Chowk → Sarai → Badarpur Border → Tughlakabad Station → Mohan Estate → Sarita Vihar → Jasola-Apollo → Harkesh Nagar Okhla → Govind Puri → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Sector-28 to Welcome via Sector-28 → Mewala Maharajpur → NHPC Chowk → Sarai → Badarpur Border → Tughlakabad Station → Mohan Estate → Sarita Vihar → Jasola-Apollo → Harkesh Nagar Okhla → Govind Puri → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Badkal Mor to Welcome via Badkal Mor → Sector-28 → Mewala Maharajpur → NHPC Chowk → Sarai → Badarpur Border → Tughlakabad Station → Mohan Estate → Sarita Vihar → Jasola-Apollo → Harkesh Nagar Okhla → Govind Puri → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Old Faridabad to Welcome via Old Faridabad → Badkal Mor → Sector-28 → Mewala Maharajpur → NHPC Chowk → Sarai → Badarpur Border → Tughlakabad Station → Mohan Estate → Sarita Vihar → Jasola-Apollo → Harkesh Nagar Okhla → Govind Puri → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Neelam Chowk Ajronda to Welcome via Neelam Chowk Ajronda → Old Faridabad → Badkal Mor → Sector-28 → Mewala Maharajpur → NHPC Chowk → Sarai → Badarpur Border → Tughlakabad Station → Mohan Estate → Sarita Vihar → Jasola-Apollo → Harkesh Nagar Okhla → Govind Puri → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Bata Chowk to Welcome via Bata Chowk → Neelam Chowk Ajronda → Old Faridabad → Badkal Mor → Sector-28 → Mewala Maharajpur → NHPC Chowk → Sarai → Badarpur Border → Tughlakabad Station → Mohan Estate → Sarita Vihar → Jasola-Apollo → Harkesh Nagar Okhla → Govind Puri → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Escorts Mujesar to Welcome via Escorts Mujesar → Bata Chowk → Neelam Chowk Ajronda → Old Faridabad → Badkal Mor → Sector-28 → Mewala Maharajpur → NHPC Chowk → Sarai → Badarpur Border → Tughlakabad Station → Mohan Estate → Sarita Vihar → Jasola-Apollo → Harkesh Nagar Okhla → Govind Puri → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Raja Nahar Singh → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Sikanderpur (Rapid Metro) to Welcome via Sikanderpur (Rapid Metro) → Sikanderpur → Gurudronacharya → Arjan Garh → Ghitorni → Sultanpur → Chhattarpur → Qutab Minar → Saket → Malviya Nagar → Hauz Khas → Green Park → AIIMS → Dilli Haat - INA → Jorbagh → Lok Kalyan Marg → Udyog Bhawan → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Phase 2 (Rapid Metro) to Welcome via Phase 2 (Rapid Metro) → Sikanderpur (Rapid Metro) → Sikanderpur → Gurudronacharya → Arjan Garh → Ghitorni → Sultanpur → Chhattarpur → Qutab Minar → Saket → Malviya Nagar → Hauz Khas → Green Park → AIIMS → Dilli Haat - INA → Jorbagh → Lok Kalyan Marg → Udyog Bhawan → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Belvedere Towers (Rapid Metro) to Welcome via Belvedere Towers (Rapid Metro) → Phase 2 (Rapid Metro) → Sikanderpur (Rapid Metro) → Sikanderpur → Gurudronacharya → Arjan Garh → Ghitorni → Sultanpur → Chhattarpur → Qutab Minar → Saket → Malviya Nagar → Hauz Khas → Green Park → AIIMS → Dilli Haat - INA → Jorbagh → Lok Kalyan Marg → Udyog Bhawan → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Cyber City (Rapid Metro) to Welcome via Cyber City (Rapid Metro) → Belvedere Towers (Rapid Metro) → Phase 2 (Rapid Metro) → Sikanderpur (Rapid Metro) → Sikanderpur → Gurudronacharya → Arjan Garh → Ghitorni → Sultanpur → Chhattarpur → Qutab Minar → Saket → Malviya Nagar → Hauz Khas → Green Park → AIIMS → Dilli Haat - INA → Jorbagh → Lok Kalyan Marg → Udyog Bhawan → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
